V1,V2,V3
-108.120982231982,-8,-3117
-108.054302255939,-8,-3136
-107.987622279896,-8,-3026
-107.920942303853,-8,-2819
-107.85426232781,-8,-3008
-107.787582351767,-8,-3078
-107.720902375724,-8,-3053
-107.654222399681,-8,-2944
-107.587542423637,-8,-2895
-107.520862447594,-8,-3029
-107.454182471551,-8,-3160
-107.387502495508,-8,-3165
-107.320822519465,-8,-3226
-107.254142543422,-8,-3234
-107.187462567379,-8,-3241
-107.120782591336,-8,-3260
-107.054102615292,-8,-3212
-106.987422639249,-8,-3235
-106.920742663206,-8,-3257
-106.854062687163,-8,-3278
-106.78738271112,-8,-3336
-106.720702735077,-8,-3361
-106.654022759034,-8,-3275
-106.587342782991,-8,-3266
-106.520662806947,-8,-3328
-106.453982830904,-8,-3362
-106.387302854861,-8,-3352
-106.320622878818,-8,-3142
-106.253942902775,-8,-3288
-106.187262926732,-8,-3401
-106.120582950689,-8,-3457
-106.053902974646,-8,-3493
-105.987222998603,-8,-3479
-105.920543022559,-8,-3474
-105.853863046516,-8,-3488
-105.787183070473,-8,-3475
-105.72050309443,-8,-3487
-105.653823118387,-8,-3530
-105.587143142344,-8,-3521
-105.520463166301,-8,-3483
-105.453783190258,-8,-3513
-105.387103214214,-8,-3587
-105.320423238171,-8,-3588
-105.253743262128,-8,-3596
-105.187063286085,-8,-3632
-105.120383310042,-8,-3642
-105.053703333999,-8,-3661
-104.987023357956,-8,-3681
-104.920343381913,-8,-3675
-104.853663405869,-8,-3666
-104.786983429826,-8,-3692
-104.720303453783,-8,-3693
-104.65362347774,-8,-3723
-104.586943501697,-8,-3822
-104.520263525654,-8,-3801
-104.453583549611,-8,-3697
-104.386903573568,-8,-3828
-104.320223597524,-8,-3845
-104.253543621481,-8,-3797
-104.186863645438,-8,-3813
-104.120183669395,-8,-3890
-104.053503693352,-8,-3812
-103.986823717309,-8,-3780
-103.920143741266,-8,-3805
-103.853463765223,-8,-3837
-103.786783789179,-8,-3869
-103.720103813136,-8,-3930
-103.653423837093,-8,-3895
-103.58674386105,-8,-3928
-103.520063885007,-8,-3939
-103.453383908964,-8,-3800
